,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
51,2022-09-11 13:33:23+00:00,https://twitter.com/KrispNaztyFarms/status/1568955868430974981,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH ",8,6,0,2,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
52,2022-09-09 15:35:49+00:00,https://twitter.com/KrispNaztyFarms/status/1568261905692917760,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",2,0,0,1,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
53,2022-09-12 14:26:29+00:00,https://twitter.com/janeycom/status/1569331620758409217,janeycom,Twitter for Android,," Carl, I think Eth will crash with the merge approaching and it might affect the whole market.

I'm happy I get to buy a good $ETH alternative at a discount and I'm gonna keep buying until fomo starts on it. 
Syscoin is what every smart investors need in their bag right now.",4,0,0,1,0.765,"Sentiment(polarity=0.36666666666666664, subjectivity=0.5297619047619048)",carl think eth crash merg approach might affect whole market 'm happi get buy good eth altern discount 'm gon na keep buy fomo start syscoin everi smart investor need bag right,positive
54,2022-09-08 20:32:07+00:00,https://twitter.com/KrispNaztyFarms/status/1567974082024448000,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",1,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
55,2022-09-07 17:32:39+00:00,https://twitter.com/WaKeAiR_S_S/status/1567566530136653825,WaKeAiR_S_S,Twitter for Android,," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",7,2,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
56,2022-09-13 13:51:11+00:00,https://twitter.com/KrispNaztyFarms/status/1569685123942973443,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",0,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
57,2022-09-08 02:02:05+00:00,https://twitter.com/KrispNaztyFarms/status/1567694734604357632,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," _Investing Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",2,1,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",_invest bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
58,2022-09-08 19:13:46+00:00,https://twitter.com/KrispNaztyFarms/status/1567954363615776774,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," Very bullish on  so much utility from the start.  Staking, farming. Faucet, nft staking, and so much more still in the works.  Dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt ETH",1,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",bullish much util start stake farm faucet nft stake much still work dual treasuri built brewlab take tax syndic profit sent 2nd treasuri buy wpt well bacon usdc wpt eth,positive
59,2022-09-07 12:15:24+00:00,https://twitter.com/m_criptomonedas/status/1567486693040693251,m_criptomonedas,Twitter Web App,,"🔝TOPNEWS🔝
📈Ethereum📈
Desplome después de una breve subida.
Ethereum, EthereumClassic, LidoFinance se desploman en las últimas 24h y en la víspera de la fusión.

🔜 Ampliaremos luego…
$ETH $ETC ETH TheMerge EthereumMerge Crypto CryptoNews TOP MundoCriptomonedas",0,0,0,2,0.7649,"Sentiment(polarity=0.5, subjectivity=0.5)",🔝topnews🔝 📈ethereum📈 desplom despué de una breve subida ethereum ethereumclass lidofin se desploman en las última 24h en la víspera de la fusión 🔜 ampliaremo luego… eth etc eth themerg ethereummerg crypto cryptonew top mundocriptomoneda,positive
60,2022-09-08 14:39:21+00:00,https://twitter.com/AlbertcryptoN/status/1567885303997779969,AlbertcryptoN,Twitter Web App,Heaven,"ETH/USD

Bearish setup played out awesome✔️ ",0,0,0,0,0.7579,"Sentiment(polarity=0.0, subjectivity=0.0)",eth/usd bearish setup play awesome✔️,positive
61,2022-09-10 01:45:39+00:00,https://twitter.com/SandwichNFTz/status/1568415373879398400,SandwichNFTz,Twitter Web App,," My brother, you've GOT to check out MIKOTO. Great community, small grassroots vibes, EXPLODING within just 7 days days of creation and has a long and packed pathway yet to achieve! MIKOTO ETH MOONBOY",0,0,0,0,0.7574,"Sentiment(polarity=0.1625, subjectivity=0.5166666666666666)",brother ve got check mikoto great communiti small grassroot vibe explod within 7 day day creation long pack pathway yet achiev mikoto eth moonboy,positive
62,2022-09-13 05:01:24+00:00,https://twitter.com/taps0ux/status/1569551800226783232,taps0ux,Twitter Web App,Netherlands ,Hey guuuuys! I'd like to share why i'm bullish about NFT on ETH! 1. Blue chip NFTs can't be on chain that may not survive (hello Solana). Ethereum has proved its power by surviving at least 2 bear markets and become the second cryptocurrency of CMC,2,0,0,2,0.7568,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.16666666666666666)",hey guuuuy 'd like share 'm bullish nft eth 1. blue chip nfts ca n't chain may surviv hello solana ethereum prove power surviv least 2 bear market becom second cryptocurr cmc,positive
63,2022-09-09 20:00:04+00:00,https://twitter.com/RoundlyX/status/1568328403601981442,RoundlyX,Buffer,"Richmond, Va","It’s never a bad time to start dollar-cost averaging into ETH - especially if you’re bullish on the upcoming merge!

The RoundlyX App makes saving Ethereum as easy as making your regular purchases.

We round them up, you get more $ETH.

Simple as! ",5,3,0,0,0.7457,"Sentiment(polarity=0.15476190476190474, subjectivity=0.5477237048665621)",’ never bad time start dollar-cost averag eth especi ’ bullish upcom merg roundlyx app make save ethereum easi make regular purchas round get eth simpl,positive
64,2022-09-13 07:23:25+00:00,https://twitter.com/FusionMarkets/status/1569587539933003776,FusionMarkets,Semrush Social Media Tool,Australia,"ETHMerge is less than 43 hours away.

Despite seeing outflows of ETH last week, we're still seeing Ethereum's open interest market remain strong. 

Will the Merge be bullish or bearish for Ethereum? ",1,0,0,0,0.743,"Sentiment(polarity=0.06666666666666665, subjectivity=0.3416666666666667)",ethmerg less 43 hour away despit see outflow eth last week re still see ethereum 's open interest market remain strong merg bullish bearish ethereum,positive
65,2022-09-10 16:19:19+00:00,https://twitter.com/pouriacryptoir/status/1568635237948588033,pouriacryptoir,Twitter for Android,,"Approximately %5 is enough for one position. I'm not risky person and saved my profit on $ETH on _Official
- - -
Ethereum ETHMerge Ether eth MONEY Futures Bybit shorts Trader Crypto CryptoNews Marketing PHOTOS Rocket Dubai Bullish ",4,1,0,3,0.7424,"Sentiment(polarity=0.0, subjectivity=0.5)",approxim 5 enough one posit 'm riski person save profit eth _offici ethereum ethmerg ether eth money futur bybit short trader crypto cryptonew market photo rocket dubai bullish,positive
66,2022-09-14 09:30:37+00:00,https://twitter.com/DeSpaceDefi/status/1569981935887286273,DeSpaceDefi,SocialPilot.co,Worldwide,"Everyone is talking about TheMerge - but what exactly is it?

We break it down in our latest article on DeSpace University 👇

Is the Merge bullish or bearish? Share your thoughts in the comments ✨

eth ethereum merge pow pos crypto web3
",9,5,1,7,0.7278,"Sentiment(polarity=0.19814814814814816, subjectivity=0.4796296296296297)",everyon talk themerg exact break latest articl despac univers 👇 merg bullish bearish share thought comment ✨ eth ethereum merg pow pos crypto web3,positive
67,2022-09-09 13:17:15+00:00,https://twitter.com/CesarDemetrio16/status/1568227034668892168,CesarDemetrio16,Twitter Web App,México,"180 EHMA holding the line (bullish), went from 20.5k to 19k during this sell off

$BTC and $ETH holding good levels and currently breaking out (bitcoin with more strength)

Not much about $USDT dominance.. bouncing around

If ETH makes a HH, I don't think we will see the low 1ks ",0,0,0,0,0.7264,"Sentiment(polarity=0.21999999999999997, subjectivity=0.4)",180 ehma hold line bullish went 20.5k 19k sell btc eth hold good level current break bitcoin strength much usdt domin .. bounc around eth make hh n't think see low 1ks,positive
68,2022-09-13 19:51:28+00:00,https://twitter.com/killerpandapa/status/1569775792892125192,killerpandapa,Twitter Web App,"Galapagos, Ecuador","Back to this trend. Hidden bullish divergence (so long as it doesn't pump in the next 12 mins) and LPS showing strong support. Looking to long form here, will decide on TP later for now $2k is reasonable. Ethereum ETH ",11,2,0,2,0.7184,"Sentiment(polarity=0.04583333333333333, subjectivity=0.30833333333333335)",back trend hidden bullish diverg long n't pump next 12 min lps show strong support look long form decid tp later 2k reason ethereum eth,positive
69,2022-09-10 15:18:15+00:00,https://twitter.com/2600hx/status/1568619871608664065,2600hx,Twitter for iPad,curious by nature #opsec,RICHARD HEANEW PULSEX PULSECHAIN BULLISH UPDATE✅&amp; NEW WALLET TALK  via  crypto airdrop eth $hex hex RichardHeartWin  hexican pulsechain pulsecon,1,0,0,1,0.7125,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",richard heanew pulsex pulsechain bullish update✅ amp new wallet talk via crypto airdrop eth hex hex richardheartwin hexican pulsechain pulsecon,positive
70,2022-09-14 11:27:12+00:00,https://twitter.com/TheArabCrypto/status/1570011277870899202,TheArabCrypto,Twitter for iPhone,"Dubai, United Arab Emirates","The most bullish nfts on rarible owner is my friend, I am definitely buying a bunch with the utility they have 💹 🔥  NFTs NFT dynamicnft nftart  opensea rarible eth Ethereum",4,1,1,5,0.7096,"Sentiment(polarity=0.25, subjectivity=0.5)",bullish nfts raribl owner friend definit buy bunch util 💹 🔥 nfts nft dynamicnft nftart opensea raribl eth ethereum,positive
71,2022-09-10 22:28:25+00:00,https://twitter.com/SteveFig22/status/1568728126259343361,SteveFig22,Twitter for iPhone,"Nashville, TN",First nft on ArbitrumNova minted! Ready to see  explode 🔥🔥 comes with some pretty cool utility too 💪🏽 bearmarketclub eth gmx ,7,2,0,5,0.7088,"Sentiment(polarity=0.27812499999999996, subjectivity=0.6208333333333333)",first nft arbitrumnova mint readi see explod 🔥🔥 come pretti cool util 💪🏽 bearmarketclub eth gmx,positive
72,2022-09-14 00:06:15+00:00,https://twitter.com/Larryy_Jones/status/1569839910739230721,Larryy_Jones,Twitter Web App,,"_van_ness Funny how you human shift sides quickly, I thought you were so bullish on PoW before now, soon ETH might be planning to migrate to PoR (proof of Randomness)  which  uses when it discovers it even better than PoS, so yall will snitch on PoS again ah ah",0,0,0,0,0.7003,"Sentiment(polarity=0.2708333333333333, subjectivity=0.525)",_van_ funni human shift side quick thought bullish pow soon eth might plan migrat por proof random use discov even better pos yall snitch pos ah ah,positive
73,2022-09-14 20:22:45+00:00,https://twitter.com/cyberspace2140/status/1570146051423707141,cyberspace2140,Twitter for Android,BlockchainCity,ETH Ethereum Short Trade : Current price: $1590. Target price range: $1000-1300. NOTE: Maybe wise to await 1d &amp; 12H candle close to confirm any bearish directional bias &amp; ensure that price is still closing under 1H 20MA. NFA. altcoin Crypto ETHMerge ,1,0,0,1,0.6908,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5333333333333333)",eth ethereum short trade current price 1590 target price rang 1000-1300 note mayb wise await 1d amp 12h candl close confirm bearish direct bias amp ensur price still close 1h 20ma nfa altcoin crypto ethmerg,positive
74,2022-09-13 10:58:33+00:00,https://twitter.com/BahadirKilic11/status/1569641680483106817,BahadirKilic11,Twitter for Android,"Burbank, CA","Fasten your belts,  are you ready for TakeOff Ethereum to $3k very soon! 
This is the game changer move for the blockchain history! pow to pos will be a huge step! bullish on eth",3,0,0,3,0.6884,"Sentiment(polarity=0.11250000000000003, subjectivity=0.525)",fasten belt readi takeoff ethereum 3k soon game changer move blockchain histori pow pos huge step bullish eth,positive
75,2022-09-12 14:45:41+00:00,https://twitter.com/conorfkenny/status/1569336451980234752,conorfkenny,TweetDeck,,"Google is also excited about the Ethereum Merge. 

As a sign of support for the upcoming Ethereum Merge, tech juggernaut Google is marking the time left until the upgrade with a new countdown timer.

Are you bullish on ETH???",3,0,1,0,0.6848,"Sentiment(polarity=0.17045454545454544, subjectivity=0.40151515151515155)",googl also excit ethereum merg sign support upcom ethereum merg tech juggernaut googl mark time left upgrad new countdown timer bullish eth,positive
